"id","tyc","gaia","hyg","hip","hd","hr","gl","bayer","flam","con","proper","ra","dec","pos_src","dist","x0","y0","z0","dist_src","mag","absmag","ci","mag_src","rv","rv_src","pm_ra","pm_dec","pm_src","vx","vy","vz","spect","spect_src"
"2198","9350-450-1","4684097178470252032","122","122","224889","9084","","The","","Oct","","0.02657657","-77.06569263","T","64.7044","14.483","0.101","-63.063","G_R3","4.78","0.725","1.254","HIP","22.154","G_R3","-56.841","-176.791","G_R3","-47.77","-17.768","-33.73","K3 III","T"
"2536","4666-935-1","2448177130188111232","145","145","224926","9087","","","29","Psc","","0.03040227","-3.02750332","T","131.8486","131.66","1.048","-6.964","G_R3","5.13","-0.47","-0.128","HIP","23.0","HYG","17.905","-10.329","G_R3","22.537","11.371","-7.662","B8 II/III","T"
"2717","4669-997-1","2442861747380543104","154","154","224935","9089","","","30","Psc","","0.03267185","-6.0140715","T","126.9704","126.267","1.08","-13.303","G_R3","4.37","-1.149","1.631","HIP","-12.0","HYG","46.941","-40.471","G_R3","-14.727","28.129","-22.968","M2 III","T"
"3262","6418-1221-1","2320885329010329216","183","183","224990","9091","","Zet","","Scl","","0.03886746","-29.72041312","T","207.3226","180.0405","1.8326","-102.7846","G_R3","5.04","-1.543","-0.15","HIP","8.6","HYG","9.181","15.079","G_R3","14.723","9.173","8.607","B3/5 V","T"
"5087","5838-1288-1","2414783622022208128","300","301","225132","9098","","","2","Cet","","0.06233","-17.335988","HIP_X","95.1699","90.835","1.482","-28.358","G_R3","4.55","-0.342","-0.047","HIP","-5.0","HYG","25.363","-8.987","G_R3","-6.167","11.343","-2.38","B9IVn","HYG"
"6116","5263-1049-1","2428589330539122304","355","355","225212","9103","","","3","Cet","","0.07503306","-10.50952282","T","607.64","597.331","11.735","-110.833","G_R3","4.99","-3.928","1.619","HIP","-42.152","G_R3","-5.871","-11.883","G_R3","-47.347","-17.844","-25.966","K3 III","T"
"7208","4669-996-1","2444348733779214976","441","443","28","3","","","33","Psc","","0.08892716","-5.70761634","T","42.5257","42.303","0.985","-4.229","G_R3","4.61","1.467","1.029","HIP","-3.811","G_R3","-11.985","89.314","G_R3","-1.945","-2.462","18.295","K0 III","T"
"11289","1735-3180-1","","676","677","358","15","","Alp","21","And","Alpheratz","0.13976889","29.09082805","T","29.7442","25.975","0.951","14.461","HIP","2.07","-0.297","-0.038","HIP","-12.0","HYG","135.68","-162.95","HYG","-0.016","19.143","-25.912","B8P","T"
"12664","8022-1240-1","4990516294443333504","763","765","496","25","Gl 9.1","Eps","","Phe","","0.15684383","-45.74742469","T","44.2319","30.84","1.267","-31.682","G_R3","3.88","0.651","1.013","HIP","-9.2","HYG","120.393","-179.597","G_R3","-34.401","23.852","-19.689","K0 III","T"
"12359","3664-1985-1","","744","746","432","21","Gl 8","Bet","11","Cas","Caph","0.152887","59.14978","HIP_X","16.7842","8.6","0.345","14.41","HIP","2.28","1.155","0.38","HIP","11.3","HYG","523.39","-180.42","HYG","16.438","42.335","2.34","F2III-IV","HYG"
"12586","6418-1217-1","","759","761","493","24","","Kap-1","","Scl","","0.15583914","-27.98797299","T","77.4593","68.343","2.79","-36.351","HIP","5.42","0.975","0.414","HIP","9.0","HYG","72.57","-9.99","HYG","5.134","26.879","-7.463","F3 V","T"
"13492","9358-208-1","4630854015089595776","812","814","636","30","","Gam-3","","Oct","","0.16727079","-82.22404825","T","80.9488","10.942","0.479","-80.204","G_R3","5.29","0.749","1.049","HIP","14.28","G_R3","-22.05","-20.218","G_R3","-5.379","-8.705","-15.199","K1/2 III","T"
"13877","3246-880-1","386906188924249088","839","841","571","27","","","22","And","","0.17201288","46.07227305","T","459.097","318.176","14.338","330.649","G_R3","5.01","-3.3","0.405","HIP","-5.0","HYG","5.481","-0.237","G_R3","-3.631","11.777","-3.959","F2II","T"
"15072","5839-1081-1","2416611663182821120","908","910","693","33","Gl 10","","6","Cet","","0.18773843","-15.46798074","T","18.8861","18.18","0.894","-5.037","G_R3","4.89","3.509","0.487","HIP","14.946","G_R3","-82.828","-269.549","G_R3","8.323","-7.015","-27.244","F5 V","T"
"15522","6419-1002-1","2321573107893212288","928","930","720","34","","Kap-2","","Scl","","0.19289435","-27.79973846","T","175.0336","154.634","7.816","-81.633","G_R3","5.41","-0.806","1.346","HIP","-4.465","G_R3","5.058","12.9","G_R3","0.829","4.244","11.551","K2 III","T"
"16311","5842-1161-1","2366512209704495744","981","983","787","37","","","","Cet","","0.20277334","-17.93828415","T","227.4298","216.069","11.481","-70.047","G_R3","5.29","-1.494","1.478","HIP","-6.483","G_R3","51.175","-29.035","G_R3","-18.714","54.257","-27.785","K4 III","T"
"15744","6995-1262-1","2309813109479463040","948","950","739","35","GJ 3013","The","","Scl","","0.19555809","-35.13311562","T","21.719","17.739","0.909","-12.499","G_R3","5.24","3.556","0.459","HIP","-1.154","G_R3","171.298","125.436","G_R3","5.577","17.946","11.226","F3/5 V","T"
"17696","1179-1775-1","2769202742740232960","1065","1067","886","39","","Gam","88","Peg","Algenib","0.220598","15.183596","HIP_X","143.9383","138.682","8.018","37.699","G_R3","2.83","-2.961","-0.19","HIP","4.0","HYG","0.492","-10.73","G_R3","5.749","0.669","-6.018","B2IV","HYG"
"19497","1185-2319-1","2797816639500412288","1166","1168","1013","45","","Chi","89","Peg","","0.24337891","20.20669856","T","106.3242","99.5775","6.3531","36.7251","G_R3","4.79","-0.343","1.572","HIP","-46.0","HYG","91.831","1.152","G_R3","-46.229","43.43","-15.344","M2III","T"
"19316","5261-219-1","2430911155499204864","1156","1158","1014","46","","","","Cet","","0.24100777","-7.78052668","T","182.1261","180.09","11.3781","-24.6562","G_R3","5.13","-1.172","1.601","HIP","-2.0","HYG","59.92","10.462","G_R3","-4.019","51.582","9.22","M1/2 III","T"
"19543","5842-1163-1","2365464065885835904","1169","1170","1038","48","","","7","Cet","","0.24400453","-18.93286794","T","141.2483","133.334","8.529","-45.829","G_R3","4.44","-1.31","1.64","HIP","-23.0","HYG","-26.458","-73.45","G_R3","-36.505","-20.087","-39.058","M1 III","T"
"22760","2782-2251-1","379662675036095232","1363","1366","1280","63","","The","24","And","","0.28485989","38.6816459","T","52.981","41.2437","3.0816","33.1128","G_R3","4.61","0.989","0.059","HIP","1.0","HYG","-57.551","-14.795","G_R3","4.171","-14.183","-2.276","A2V","T"
"24432","2273-2081-1","378607281314502016","1470","1473","1404","68","","Sig","25","And","","0.30546047","36.78522535","T","43.0031","34.33","2.751","25.751","G_R3","4.51","1.343","0.054","HIP","-8.994","G_R3","-65.212","-42.221","G_R3","-0.981","-13.415","-12.279","A2V","T"
"25881","5261-1084-1","2429978803998630400","1559","1562","1522","74","","Iot","8","Cet","","0.32379842","-8.82392118","T","85.4729","84.158","7.151","-13.111","G_R3","3.56","-1.099","1.214","HIP","19.0","HYG","-14.61","-36.668","G_R3","16.938","-4.502","-17.596","K1 II + (K)","T"
"26698","8843-1706-1","4900108950849461248","1595","1599","1581","77","Gl 17","Zet","","Tuc","","0.33451724","-64.87479253","T","8.6071","3.641","0.32","-7.793","G_R3","4.23","4.556","0.576","HIP","9.284","G_R3","1706.747","1164.959","G_R3","40.706","73.48","11.777","F9V","HYG"
"27383","596-1293-1","2749182560143316224","1641","1645","1635","80","","","41","Psc","","0.34329494","8.19027258","T","141.6803","139.669","12.587","20.184","G_R3","5.38","-0.377","1.343","HIP","14.874","G_R3","-4.213","9.698","G_R3","13.993","-1.58","8.566","K0","T"
"28120","2783-2251-1","378821548641870336","1682","1686","1671","82","","Rho","27","And","","0.35201898","37.96860444","T","50.122","39.346","3.636","30.837","G_R3","5.16","1.66","0.442","HIP","9.796","G_R3","57.737","-38.838","G_R3","12.081","14.893","-1.248","F5III","T"
"28642","6419-1055-1","2321733980187923712","1704","1708","1737","84","","Iot","","Scl","","0.35866622","-28.98146943","T","104.4673","90.983","8.568","-50.617","G_R3","5.18","0.085","1.006","HIP","21.067","G_R3","33.034","-72.244","G_R3","-0.444","16.39","-41.505","K0 III","T"
"32895","4015-3523-1","430405961303214464","1955","1960","2011","93","","","12","Cas","","0.41319579","61.83105925","T","262.4526","123.173","13.376","231.368","G_R3","5.38","-1.715","0.008","HIP","-1.765","G_R3","14.126","-2.715","G_R3","0.235","17.703","-3.15","B 8 V","T"
"34144","9350-1626-1","4683897617110115200","2016","2021","2151","98","Gl 19","Bet","","Hyi","","0.4291886","-77.25425174","T","7.4783","1.64","0.185","-7.294","G_R3","2.82","3.451","0.618","HIP","22.9","HYG","2218.985","326.445","G_R3","7.417","80.001","-19.782","G2IV","HYG"
"34752","7530-978-1","4992538055808271360","2069","2072","2262","100","Gl 20","Kap","","Phe","","0.43672274","-43.67983206","T","23.9677","17.221","1.978","-16.553","G_R3","3.93","2.032","0.175","HIP","13.753","G_R3","106.394","32.491","G_R3","11.035","13.435","-6.828","A6 VN","T"
"34838","7527-1031-1","","2076","2081","2261","99","","Alp","","Phe","Ankaa","0.43806277","-42.30607839","T","25.974","19.084","2.198","-17.483","HIP","2.4","0.327","1.083","HIP","75.0","HYG","232.76","-353.64","HYG","22.707","31.465","-82.685","K0 IIIB","T"
"36953","6994-1104-1","2315550051916217856","2204","2210","2429","105","","Eta","","Scl","","0.46547138","-33.00716675","T","169.5378","141.12","17.283","-92.355","G_R3","4.86","-1.286","1.634","HIP","11.0","HYG","-20.07","-49.425","G_R3","-10.361","-17.519","-39.303","M2/3 III","T"
"37109","1183-1805-1","2793343001564046976","2213","2219","2411","103","","","47","Psc","","0.46747634","17.8931235","T","166.5985","157.354","19.355","51.186","G_R3","5.01","-1.098","1.584","HIP","6.0","HYG","114.648","20.338","G_R3","-10.285","89.961","17.129","M3III","T"
"37340","2795-2706-1","388722788291499776","2220","2225","2421","104","","","","And","","0.4704599","44.39445759","T","78.5071","55.672","6.8917","54.9228","G_R3","5.18","0.705","0.043","HIP","2.0","HYG","75.125","-15.08","G_R3","1.88","28.405","-2.611","A 2 VS","T"
"37602","7525-933-1","4997320003676430336","2234","2240","2490","109","","","","Phe","","0.4740339","-39.91499703","T","134.7569","102.563","12.794","-86.467","G_R3","5.42","-0.228","1.556","HIP","33.085","G_R3","137.468","-39.861","G_R3","-1.902","88.259","-40.76","M0 III","T"
"39730","1737-2790-1","2858826134543154304","2349","2355","2628","114","","","28","And","","0.50204588","29.75155887","T","62.126","53.472","7.069","30.829","G_R3","5.2","1.234","0.271","HIP","-9.869","G_R3","42.976","-56.675","G_R3","-1.941","12.51","-19.388","AM","T"
"40079","6414-1077-1","2348351713587309568","2375","2381","2696","118","","","","Cet","","0.506293","-23.78768","HIP_X","53.9516","48.935","6.525","-21.761","G_R3","5.17","1.51","0.128","HIP","-5.877","G_R3","-26.38","13.504","G_R3","-3.058","-7.214","5.531","A3V","HYG"
"41399","8027-1305-1","4975414983274332800","2466","2472","2834","125","","Lam-1","","Phe","","0.52360586","-48.8035133","T","54.1403","35.325","4.873","-40.738","G_R3","4.76","1.092","0.018","HIP","4.635","G_R3","140.561","19.647","G_R3","1.853","36.672","-0.167","A0 V","T"
"41576","8844-1519-1","4900927434176620160","2478","2484","2884","126","","Bet-1","","Tuc","","0.52574117","-62.95822506","T","43.7859","19.719","2.731","-38.999","G_R3","4.36","1.153","-0.064","HIP","10.772","G_R3","84.011","-54.85","G_R3","-7.586","16.554","-14.771","B8/A0","T"
"41854","3658-2414-1","","2499","2505","2772","123","","Lam","14","Cas","","0.529539","54.522289","HIP_X","115.7407","66.53","9.283","94.252","HIP","4.74","-0.577","-0.098","HIP","-12.0","HYG","40.78","-14.81","HYG","-3.436","22.112","-14.488","B8Vn","HYG"
"41590","8844-1520-1","","2479","2487","2885","127","","Bet-2","","Tuc","","0.52596341","-62.96556401","T","51.6529","23.255","3.223","-46.009","HIP","4.53","0.965","0.147","HIP","10.0","HYG","87.95","-45.79","HYG","-8.346","20.585","-14.004","A2 V","T"
"42893","1193-2069-1","2796273303131206016","2562","2568","2910","131","","","52","Psc","","0.54319054","20.29431945","T","85.1516","79.059","11.319","29.534","G_R3","5.38","0.729","1.069","HIP","-13.192","G_R3","135.64","-47.447","G_R3","-13.432","53.387","-22.539","K 0 III","T"
"43085","8844-1521-1","4900916679578514048","2572","2578","3003","136","GJ 9015A","Bet-3","","Tuc","","0.54552924","-63.03150422","T","46.1267","20.705","2.977","-41.111","G_R3","5.07","1.75","0.038","HIP","3.6","G_R3","86.541","-50.115","G_R3","-10.745","17.573","-8.178","A0 V","T"
"43409","4019-3949-1","430769040662018560","2592","2599","2905","130","","Kap","15","Cas","","0.549997","62.931783","HIP_X","939.4646","423.08","61.343","836.561","G_R3","4.17","-5.694","0.13","HIP","-2.0","HYG","3.126","-1.835","G_R3","4.303","14.691","-5.5","B1Ia","HYG"
"46167","4675-1216-3","","2756","2762","3196","142","Gl 23A","","13","Cet","","0.58746776","-3.59281795","T","21.254","20.962","3.25","-1.332","HIP","5.2","3.563","0.567","HIP","11.2","HYG","407.68","-36.47","HYG","4.526","42.268","-4.369","F8 V","T"
"47261","3654-2131-1","418030923572427520","2848","2854","3240","144","","","","Cas","","0.602306","54.16845","HIP_X","150.6063","87.072","13.845","122.103","G_R3","5.08","-0.809","-0.098","HIP","6.403","G_R3","22.954","-1.905","G_R3","2.218","16.946","4.395","B7III","HYG"
"48078","2796-2404-1","387855445413939968","2894","2900","3346","152","","","","And","","0.61290038","44.48859088","T","211.6861","149.075","24.128","148.343","G_R3","5.14","-1.488","1.587","HIP","-33.461","G_R3","-37.121","32.293","G_R3","-40.029","-44.214","-0.331","K5III","T"
"48343","3654-2132-1","418001477279154304","2914","2920","3360","153","","Zet","17","Cas","Fulu","0.616188","53.896909","HIP_X","150.0225","87.251","14.199","121.212","G_R3","3.69","-2.191","-0.196","HIP","2.0","HYG","17.444","-9.523","G_R3","4.571","13.313","-2.375","B2IV","HYG"
"48225","2279-1665-1","364936228611467520","2906","2912","3369","154","","Pi","29","And","","0.61467917","33.71934456","T","176.7952","145.152","23.562","98.143","G_R3","4.34","-1.897","-0.123","HIP","9.0","HYG","14.669","-3.385","G_R3","6.974","13.587","2.636","B5V","T"
"48832","2283-542-1","365652216839649280","2936","2942","3421","157","","","","And","","0.6225607","35.39950184","T","312.9733","251.734","41.396","181.297","G_R3","5.45","-2.028","0.886","HIP","-0.608","G_R3","-9.135","-2.98","G_R3","4.238","-13.038","-3.956","G5III","T"
"50341","1744-2936-1","2858181236614036864","3025","3031","3546","163","","Eps","30","And","","0.64259575","29.31175207","T","51.9611","44.669","7.586","25.438","G_R3","4.34","0.762","0.871","HIP","-83.986","G_R3","-228.701","-253.206","G_R3","-32.664","-62.688","-95.501","G5III+","T"
"51282","2275-1753-1","2858629802998456576","3086","3092","3627","165","","Del","31","And","","0.6554664","30.86101828","T","31.6721","26.788","4.6423","16.2463","G_R3","3.27","0.767","1.268","HIP","-7.0","HYG","176.856","-108.171","G_R3","-2.246","26.56","-17.532","K3III","T"
"52006","1193-2067-1","2802425379926374144","3132","3138","3690","167","","","55","Psc","","0.66543703","21.43850357","T","133.2316","122.136","21.495","48.696","G_R3","5.36","-0.263","1.16","HIP","-18.482","G_R3","28.05","-28.12","G_R3","-13.621","15.591","-23.286","K0II-III","T"
"52707","3663-2668-1","418551920284673408","3172","3179","3712","168","","Alp","18","Cas","Schedar","0.675116","56.537331","HIP_X","70.9674","38.521","6.88","59.204","G_R3","2.24","-2.015","1.17","HIP","-4.0","HYG","49.126","-31.595","G_R3","3.652","17.441","-9.198","K0II-IIIvar","HYG"
"51076","3257-2190-1","391403741238153728","3077","3083","3574","164","","","","Cas","","0.65274835","49.35458576","T","473.2809","303.793","52.426","359.104","G_R3","5.45","-2.926","1.644","HIP","-6.65","G_R3","7.169","-2.908","G_R3","-2.125","15.954","-9.296","K2","T"
"53464","2801-2091-1","368641514078070016","3224","3231","3817","175","","","32","And","","0.68532889","39.45866377","T","105.6478","80.259","14.557","67.141","G_R3","5.3","0.181","0.891","HIP","-5.063","G_R3","-14.297","-3.274","G_R3","-1.543","-7.557","-4.484","G8III","T"
"53708","8024-1169-1","4976326547130178176","3238","3245","3919","180","","Mu","","Phe","","0.68876561","-46.08500948","T","70.005","47.7674","8.7081","-50.4298","G_R3","4.59","0.364","0.953","HIP","17.28","G_R3","-23.053","-2.487","G_R3","12.578","-5.483","-13.02","G8 III","T"
"54655","3257-2189-1","414844573229875712","3293","3300","3901","179","","Xi","19","Cas","","0.70108155","50.51252059","T","344.5662","215.4326","39.9915","265.9238","G_R3","4.8","-2.886","-0.105","HIP","-10.0","HYG","16.126","-6.05","G_R3","-3.561","26.129","-14.002","B2V","T"
"55158","8847-1489-1","4707315118836465152","3323","3330","4089","187","","Rho","","Tuc","","0.7078814","-65.4680317","T","42.2438","17.239","3.232","-38.43","G_R3","5.38","2.251","0.515","HIP","3.375","G_R3","53.444","41.18","G_R3","6.779","12.16","0.354","F6 V","T"
"56251","8469-1596-1","4908022136034353152","3398","3405","4150","191","","Eta","","Phe","","0.72256658","-57.46306909","T","80.2476","42.391","8.116","-67.652","G_R3","4.36","-0.162","0.024","HIP","16.182","G_R3","6.136","11.628","G_R3","11.772","4.63","-11.263","A0 IV","T"
"56403","3253-1987-1","390019868412760832","3407","3414","4058","184","","Pi","20","Cas","","0.72446405","47.02454596","T","53.6789","35.936","6.899","39.274","G_R3","4.95","1.301","0.17","HIP","13.0","HYG","-24.57","-36.886","G_R3","16.626","-3.175","3.113","A 5 V","T"
"57247","5269-2450-1","2377777840203597952","3448","3455","4188","194","","Phi-1","17","Cet","","0.73650016","-10.60955016","T","66.109","63.775","12.451","-12.172","G_R3","4.77","0.669","0.998","HIP","-0.174","G_R3","-9.323","-113.192","G_R3","-6.018","-4.152","-34.835","K0 III","T"
"57900","3253-1988-1","390548351252549760","3496","3504","4180","193","","Omi","22","Cas","","0.74542","48.284364","HIP_X","1954.6521","1276.0002","252.2252","1459.0608","G_R3","4.48","-6.975","-0.069","HIP","-17.0","HYG","17.415","-8.947","G_R3","18.32","168.11","-67.856","B5III","HYG"
"56551","5847-2333-1","","3413","3419","4128","188","Gl 31","Bet","16","Cet","Diphda","0.72649","-17.986605","HIP_X","29.5334","27.584","5.31","-9.12","HIP","2.04","-0.312","1.019","HIP","13.3","HYG","232.79","32.71","HYG","7.649","34.662","0.249","K0III","HYG"
"58573","3659-2174-1","418414069011230720","3536","3544","4222","196","","","","Cas","","0.75477045","55.22139921","T","108.2928","60.569","12.127","88.948","G_R3","5.41","0.237","0.022","HIP","-10.556","G_R3","-29.935","-5.616","G_R3","-0.565","-15.785","-10.315","A 2 VS","T"
"57919","5849-2437-1","2349940954566607488","3497","3505","4247","197","Gl 31.3","","","Cet","","0.74566521","-22.00613698","T","27.1535","24.697","4.883","-10.175","G_R3","5.22","3.051","0.35","HIP","11.603","G_R3","-65.737","81.841","G_R3","16.067","-5.448","5.419","F0 V","T"
"60142","1188-1687-1","2781184739422799232","3624","3632","4408","211","","","57","Psc","","0.7758218","15.47550028","T","218.9984","206.72","42.574","58.435","G_R3","5.36","-1.342","1.559","HIP","-27.0","HYG","-26.456","-49.74","G_R3","-6.451","-29.37","-56.97","M 4 IIIA","T"
"61101","1739-2317-1","2804918316384272128","3685","3693","4502","215","","Zet","34","And","","0.788981","24.267178","HIP_X","55.53","49.547","10.382","22.823","G_R3","4.08","0.357","1.1","HIP","-24.0","HYG","-101.068","-80.276","G_R3","-7.458","-28.745","-29.128","K1II","HYG"
"61635","4307-2166-1","539042726640996352","3713","3721","4382","208","","","23","Cas","","0.79612624","74.8475728","T","240.9929","61.629","13.034","232.615","G_R3","5.42","-1.49","-0.066","HIP","1.057","G_R3","15.153","-7.549","G_R3","4.832","18.716","-1.234","B 8 III","T"
"62622","9141-7804-1","4684720292326084608","3773","3781","4815","236","","Lam","","Hyi","","0.8098371","-74.9234348","T","66.4807","16.905","3.639","-64.192","G_R3","5.09","0.977","1.345","HIP","-11.14","G_R3","133.0","-34.192","G_R3","-21.825","38.177","7.954","K4 III","T"
"62727","604-1301-1","2556759229189045632","3778","3786","4656","224","","Del","63","Psc","","0.81137335","7.58508166","T","92.1006","89.243","19.247","12.157","G_R3","4.44","-0.381","1.5","HIP","32.0","HYG","81.994","-50.232","G_R3","26.29","42.292","-17.515","K5III","T"
"63098","1188-1686-1","2781872793183604096","3802","3810","4676","225","Gl 34.1","","64","Psc","","0.81630804","16.94064534","T","23.3915","21.867","4.746","6.816","G_R3","5.07","3.225","0.502","HIP","3.8","HYG","-2.468","-200.976","G_R3","9.956","1.881","-20.211","F8V","T"
"63250","3663-2669-1","425040000962559616","3814","3821","4614","219","Gl 34A","Eta","24","Cas","Achird","0.81826","57.815187","HIP_X","5.923","3.0824","0.6706","5.0126","G_R3","3.46","4.597","0.587","HIP","8.2","HYG","1078.609","-551.133","G_R3","10.627","33.305","-1.303","G0V SB","HYG"
"64132","2801-2090-1","375010813139050368","3871","3881","4727","226","","Nu","35","And","","0.83023533","41.07891001","T","172.8063","127.197","28.091","113.551","G_R3","4.53","-1.658","-0.136","HIP","47.623","G_R3","21.711","-18.694","G_R3","41.044","27.278","19.749","B5V","T"
"65194","8037-1153-1","4925493135282368128","3939","3949","4919","242","","Rho","","Phe","","0.84477403","-50.98681445","T","75.0861","46.115","10.369","-58.342","G_R3","5.24","0.862","0.356","HIP","22.0","HYG","62.919","44.139","G_R3","20.509","27.566","-7.204","F3 III","T"
"64507","5270-1139-1","2473608009504466688","3899","3909","4813","235","Gl 37","Phi-2","19","Cet","","0.83544191","-10.64432723","T","15.923","15.276","3.395","-2.941","G_R3","5.17","4.16","0.514","HIP","8.213","G_R3","-228.031","-229.577","G_R3","8.489","-15.745","-18.548","F7 V","T"
"62932","3274-2090-1","415024618257029888","3793","3801","4636","223","","Nu","25","Cas","","0.813892","50.968168","HIP_X","109.2454","67.2418","14.5487","84.8612","G_R3","4.9","-0.292","-0.091","HIP","9.0","HYG","29.453","-8.152","G_R3","5.519","16.8","4.333","B9III","HYG"
"65252","4024-2330-1","524013674007632384","3941","3951","4775","233","","","","Cas","","0.84544801","64.24755193","T","241.0103","102.161","22.9888","217.0733","G_R3","5.35","-1.56","0.528","HIP","3.0","HYG","36.838","-14.652","G_R3","6.741","44.657","-4.571","G0III","T"
"68105","4674-1183-1","2535891460567764224","4137","4147","5112","248","","","20","Cet","","0.88347067","-1.14425879","T","164.5125","160.1","37.705","-3.285","G_R3","4.78","-1.301","1.55","HIP","16.0","HYG","5.888","-15.731","G_R3","14.28","8.08","-12.585","K5 III","T"
"68183","4017-2318-1","427322415301550208","4142","4151","5015","244","Gl 41","","","Cas","","0.884511","61.12397","HIP_X","18.903","8.885","2.095","16.553","G_R3","4.8","3.417","0.54","HIP","20.684","G_R3","-68.298","169.435","G_R3","-1.814","-6.716","25.444","F8V","HYG"
"70640","3680-1840-1","425955069515091456","4282","4292","5234","253","","Ups-1","26","Cas","","0.9167102","58.97269068","T","110.3509","55.2495","13.5198","94.5619","G_R3","4.83","-0.384","1.216","HIP","-23.0","HYG","-31.2","-44.986","G_R3","11.952","-13.878","-31.839","K2III","T"
"70643","9135-1892-1","4691986930313219072","4283","4293","5457","270","","Lam-2","","Tuc","","0.91675352","-69.5270806","T","69.096","23.475","5.745","-64.732","G_R3","5.45","1.253","1.095","HIP","5.155","G_R3","6.931","-43.593","G_R3","-11.782","-0.546","-9.824","K2 III","T"
"71927","5272-121-1","2472587009879311104","4361","4371","5437","267","","Phi-3","22","Cet","","0.93374704","-11.26652086","T","160.2711","152.509","38.042","-31.313","G_R3","5.35","-0.674","1.505","HIP","-25.604","G_R3","-27.758","-7.484","G_R3","-20.338","-26.809","-0.574","K5 III","T"
"72768","4017-2319-1","","4417","4427","5394","264","","Gam","27","Cas","Cih","0.94513921","60.71674966","T","168.3502","79.837","20.168","146.837","HIP","2.15","-3.981","-0.046","HIP","-7.0","HYG","25.65","-3.82","HYG","-5.755","19.659","-7.597","B0IV:E","T"
"72717","3680-1839-1","425940947659705600","4412","4422","5395","265","","Ups-2","28","Cas","Castula","0.9444184","59.18105467","T","60.0727","29.841","7.532","51.59","G_R3","4.62","0.727","0.957","HIP","-47.89","G_R3","-92.611","-45.397","G_R3","-6.57","-28.859","-47.751","G8III-IV","T"
"72821","2798-1667-1","364785939116867072","4426","4436","5448","269","","Mu","37","And","","0.945885","38.499345","HIP_X","37.4467","28.412","7.183","23.311","G_R3","3.86","0.993","0.13","HIP","7.272","G_R3","151.021","34.8","G_R3","-4.782","26.443","9.361","A5V","HYG"
"74162","1746-1870-1","311018205609523584","4500","4510","5575","274","","","68","Psc","","0.96393092","28.99221782","T","251.9272","213.3777","55.0203","122.1068","G_R3","5.44","-1.566","1.076","HIP","-1.0","HYG","9.009","-5.875","G_R3","-0.24","11.049","-6.622","K0","T"
"75135","6424-2270-1","5032256161014732416","4567","4577","5737","280","","Alp","","Scl","","0.97676681","-29.35744807","T","216.3375","182.424","47.693","-106.061","G_R3","4.3","-2.376","-0.154","HIP","10.0","HYG","19.973","5.072","G_R3","5.719","22.667","-0.369","B7 IIIP","T"
"73382","1740-2109-1","2803727064255015424","4453","4463","5516","271","","Eta","38","And","","0.95344441","23.4176518","T","79.6028","70.782","18.044","31.637","G_R3","4.4","-0.105","0.94","HIP","-10.0","HYG","-43.008","-45.254","G_R3","1.694","-16.317","-19.645","G8III-IV","T"
"80490","8032-1071-1","4981546822181457024","4880","4890","6245","299","","","","Phe","","1.04699691","-46.39731193","T","75.248","49.958","14.047","-54.49","G_R3","5.39","1.008","0.9","HIP","-1.436","G_R3","-2.518","11.834","G_R3","2.233","-0.305","3.951","G8 III","T"
"80810","4683-2266-1","2525049829240950144","4904","4914","6203","296","","","25","Cet","","1.05070448","-4.83660152","T","105.1711","100.857","28.465","-8.867","G_R3","5.4","0.291","1.106","HIP","14.254","G_R3","-116.585","-102.608","G_R3","25.306","-53.253","-52.176","K0/1 III","T"
"80681","612-1446-1","2577673177300873216","4896","4906","6186","294","","Eps","71","Psc","","1.049058","7.89013507","T","56.1566","53.54","15.086","7.709","G_R3","4.27","0.523","0.952","HIP","7.248","G_R3","-79.362","25.728","G_R3","11.735","-18.643","7.779","K0III","T"
"84090","1202-2124-1","2790497534190737152","5121","5131","6456","310","","Psi-1","74","Psc","","1.09471115","21.47316687","T","93.382","83.3557","24.5657","34.1844","G_R3","5.33","0.479","0.003","HIP","-7.05","G_R3","63.176","-23.413","G_R3","-10.56","26.044","-12.226","B9.5IV","T"
"84587","8032-1228-1","4933453324590295040","5154","5165","6595","322","","Bet","","Phe","","1.10140903","-46.71845453","T","","","","","N","3.32","","0.885","HIP","-1.0","HYG","-70.16","31.6","HYG","","","","G8 III","T"
"86068","8842-1781-1","4710627809932009344","5257","5268","6793","332","","Iot","","Tuc","","1.12185078","-61.7752927","T","93.7577","42.442","12.837","-82.61","G_R3","5.36","0.5","0.884","HIP","-8.202","G_R3","74.337","-11.324","G_R3","-17.522","29.218","4.846","G5 III","T"
"86883","2811-2324-1","376644584339526656","5306","5317","6658","324","","","41","And","","1.13356909","43.94209444","T","60.8569","41.9035","12.8139","42.2307","G_R3","5.04","1.118","0.109","HIP","2.08","G_R3","159.581","-60.487","G_R3","-0.451","48.004","-11.121","A 3 M","T"
"86627","7537-994-1","4987749854469123328","5289","5300","6767","331","","Ups","","Phe","","1.12995872","-41.48689922","T","69.3327","49.6818","15.1418","-45.9296","G_R3","5.21","1.005","0.159","HIP","5.17","G_R3","53.687","1.376","G_R3","-1.153","18.095","-3.086","A3 IV/V","T"
